batter_id,batter,comp_1,sim_1,comp_2,sim_2,comp_3,sim_3
3fa5672e,P Mishra,M Jansen,76.3,Isa Zaroo,76.0,C de Grandhomme,69.8
3fb19989,MA Starc,S Lamichhane,89.3,AU Rashid,81.7,Junaid Siddique,81.1
3fbb43a9,Saad Nasim,Mehedi Hasan Miraz,77.5,ZM Tribe,73.9,LD Chandimal,73.2
3fca55af,S Sohal,E Mathew,69.0,E Niyomugabo,66.8,K Irakoze,66.7
3feda4fa,RL Chase,LS Livingstone,88.4,D Myers,87.5,Ahmed Faiz,87.2
3ff033bb,MD Shanaka,KC D'Souza,91.3,E Chigumbura,88.7,M Jansen,88.2
400cf68e,S Mba,O Manishimwe,84.0,D Ndikubwimana,81.6,Mahmud Jasat,73.6
4025c262,PJ van Biljon,S Austin,82.2,Anamul Haque,78.6,Mehedi Hasan Miraz,78.1
402ea377,Ronitkumar Ahir,Ainool Hafizs,74.4,C Kyewuta,68.0,Simi Singh,67.3
402f8494,RJ Gleeson,B Muzarabani,82.2,AG Cremer,81.6,AN Toube,77.9
4040951f,S Crowie,Azyan Farhath,84.4,AP Rajeevan,83.9,Shah Abrar Hussain,82.4
4043e3b0,SPS Shikongo,B Kumar,86.6,Pavandeep Singh,81.3,AU Rashid,81.3
407d13cc,Ashiqullah Said,SP Narine,76.9,CN Onwuzulike,70.8,NN Odhiambo,70.8
409ce380,AA Onikoyi,A Shreshta,81.2,Tenjin Rabgey,80.1,J Coetzee,77.5
40a5bcf9,M Sohel Patel,KH Abe,83.8,Paing Danu,80.1,F Achelam,76.6
40aea524,Abdul Wahid,Khalid Kail,88.6,MG Bracewell,87.1,M Shumba,76.2
40c041ea,Imam-ul-Haq,Sufyan Mehmood,72.1,S Foster,70.8,CA Soper,70.7
40ee633c,S Austin,Afif Hossain,82.2,TAM Siriwardana,80.8,SA Edwards,79.2
40f1590c,M Yambayamba,B Kumar,81.8,AU Rashid,81.0,Pavandeep Singh,80.3
4121a79a,Azmat Ali,S Foster,81.5,Hisham Sheikh,77.0,SE Marsh,74.9
414d8a10,J Miyaji,Noman Amjad,66.8,Umar Gul,66.8,R Tari,66.2
415c6ccf,Usman Patel,KC D'Souza,83.6,Imran Anwar,83.3,Muhammad Asim,81.3
415d30b6,Virandeep Singh,Sami Sohail,97.1,P Nissanka,94.1,Walid Ghauri,94.0
415ed107,K Nima,B Kumar,79.7,KMDN Kulasekara,75.7,AU Rashid,72.7
4167f30b,IG Holland,Mohammad Naim,69.1,Divyendra Singh,67.2,Hussain Talat,65.8
4175d211,SK Springer,S Jora,90.3,HC Brook,90.3,JDP Oram,89.8
4180d897,JE Taylor,P Useni,90.6,SP Narine,89.8,Sohaib Maqsood,87.5
41a61623,S Kharvi,KC Ramamoorthy,80.9,Shah Abrar Hussain,77.6,M Podosky,72.6
41acc8bf,E Kahamker,ZM Tribe,84.5,SA Edwards,82.5,Yasim Murtaza,80.4
41b63677,R Baruah,J Sumerauer,90.8,Delawar Khan,89.2,Washington Sundar,88.9
41d333e3,Ibrahim Kpaka,G Bakiweyem,81.6,Ibrahim Rizan,76.6,T Tshose,72.3
41eb4a4f,R Vinay Kumar,CA Young,92.7,Bilal Khan,87.5,A Zampa,84.1
41eb66fd,Muhammad Younis,DR Patankar,75.1,OH Agbomadzie,74.2,W Madhevere,72.0
41fc1ece,BB Chari,WJ Cope,78.2,AJ Jabiri,75.7,P Suanchuai,73.7
420431c9,K Jaikaran,N Nuntarach,88.3,R Hekure,81.2,D Jakiel,77.7
42151725,GK Berg,LM Jongwe,82.7,SF Tiai,76.4,E Chigumbura,75.0
42172c3c,JT Smuts,Mashrafe Mortaza,74.1,AK Mohan,67.6,Shaheen Shah Afridi,65.0
4233080d,Faraaz Mehti Abbas,Mahmud Jasat,65.3,N Nuntarach,63.1,E Niyomugabo,60.6
424a646f,D Ahir,T Tshose,80.3,D Wheatley,74.4,P Suanchuai,73.1
424a7994,Nilansh Keswani,MS Dhoni,71.2,Mohammad Saifuddin,70.8,MK Pandey,68.0
42537f07,JA Rudolph,B Kumar,77.3,Pavandeep Singh,77.1,AU Rashid,77.0
42581e6d,K Kubota,CA Young,77.7,A Zampa,76.1,Ibrahim Rizan,73.8
4277234d,Sufiyan Muqeem,AU Rashid,80.0,Saeed Ajmal,74.4,Haris Rauf,73.7
4286e899,Syed Aqeel Israr,A Shukla,75.6,B Muzarabani,61.1,Bilal Khan,60.8
4289ccc9,Samader Shadab,Fitri Sham,77.6,SA Jumbe,69.5,Umar Gul,64.8
42a01b52,Ilyas Ahmed,MG Johnson,81.3,Ehsan Khan,74.9,GD Elliott,72.4
42bf1b7d,H Carlyon,T Marumani,94.5,PR Stirling,93.4,Abbas Ghani,93.3
430b7399,IP Swaney,FA Allen,81.2,Sohaib Maqsood,80.4,Shamim Hossain,77.1
431f2dd4,Jun Hyunwoo,AJ Jabiri,85.1,D Jakiel,79.8,Khin Aye,79.6
431f8af4,Tayyab Tahir,DJ Mitchell,93.0,SA Edwards,88.8,F Behardien,87.5
43247512,Vinay Iyer,Y Saranonnakkun,66.8,G Sesay,58.7,JT Smuts,56.2
4329fbb5,SR Watson,Ishan Kishan,96.3,Bilal Zalmai,95.7,BB McCullum,95.0
432bf4f5,Zishan Shah,CN Onwuzulike,83.1,Usman Khan,82.8,BRM Taylor,80.7
43420e97,Naiem Bameri,AJ Jabiri,85.9,D Jakiel,81.0,Khin Aye,79.6
43449b1e,JEA Doctora,WIA Fernando,76.3,C Sudarsanan,75.8,CA Soper,75.3
43462314,Rohit Kumar,Sohaib Maqsood,87.3,S Veerapathiran,77.8,KR Mayers,75.4
436c763a,BJ McMullen,Ahmed Hassan,95.7,JC Buttler,94.8,SD Hope,94.4
4373c57e,JH Stander,FJ Klaassen,74.6,J Jemison,74.4,B Muzarabani,73.3
438aef39,ZR Jaboneke,G Bakiweyem,75.1,Ijaz Hussain,74.3,N Senamontree,67.2
43936951,DR Tuffey,Saeed Ajmal,70.1,BM Scholtz,68.2,K Rabada,64.2
4393e047,R Nehonde,SKS Gill,85.4,CPPM Sadun,84.0,PM Seelaar,79.1
43b36ccf,Yadwinder Singh,CN Onwuzulike,71.4,DR Patankar,66.3,JK Vifah,64.6
43c57d62,Asad Rasheed,Bilal Khan,86.5,Abdur Razzak,82.8,A Shukla,79.8
43d365ca,Tashi Phuntsho,Khizar Hayat,83.1,Yusuf Ebrahim,76.7,P Thongsa,73.2
43e2e8c3,Neeraj Mishra,Anwar Arudin,48.8,Adnan Idrees,47.2,Shoriful Islam,45.2
43f3c050,Shahzeb Choudhry,B Muzarabani,84.1,AN Toube,80.8,N Nuntarach,78.6
43f4087c,NA Rock,J Overton,70.9,WD Parnell,69.6,WIA Fernando,69.4
441006af,K Mirpuri,F Behardien,77.2,Pavandeep Singh,76.5,MK Pandey,75.0
44116edc,Mustapha Suwareh,N Nuntarach,83.0,B Muzarabani,80.7,AG Cremer,80.0
441c1b67,Uzair Amir,FJ Klaassen,85.2,V Baskaran,81.8,K Piet,73.2
44321a66,JN Snape,Sufyan Mehmood,75.5,CA Soper,73.1,B Kumar,67.7
4437df8c,R Patten,Abdur Razzak,90.8,B Muzarabani,90.0,PVD Chameera,83.8
443d1fd8,K Fletcher,Abdur Razzak,94.9,Bilal Khan,94.0,CA Young,87.4
44482748,TO Thilappan,Abdur Razzak,94.4,B Muzarabani,86.5,PVD Chameera,86.2
44744467,VL Mukesh,HR Walsh,75.8,S Yeshi,73.2,B Muzarabani,72.9
447bf58e,K Jack,FJ Klaassen,71.2,Nasum Ahmed,67.4,N Nuntarach,66.8
448dab1a,S Loday,N Senamontree,72.9,RDB Ahir,68.5,R Sakurano-Thomas,64.0
449d4f17,Iftikhar Kankhel,Bilal Khan,87.2,B Muzarabani,86.7,Abdur Razzak,86.7
449f4e3c,B Muzarabani,S Yeshi,86.2,Abdur Razzak,84.2,PVD Chameera,84.0
44a2bb4f,U Bhagwan,BM Scholtz,80.2,Saeed Ajmal,71.0,AU Rashid,70.0
44a5f2b2,Hamza Khan,N Nipiko,91.4,AP Yadav,91.3,KC Sangakkara,91.3
44afbf2d,NJ Maddinson,Zain Ahmad,67.9,F Akankwasa,61.9,MG Johnson,60.3
44c69e2b,S Vijayakumar,B Kumar,80.3,CA Young,78.9,FJ Klaassen,77.8
44d623c9,J Pakhiaokajee,IKEG Artawan,64.6,C Hinze,58.0,K Rabada,57.1
44d6a8b8,Ayan Khan,Younis Khan,83.3,Manpreet Singh,81.3,GC Wilson,81.1
44e00a4c,N Senamontree,B Kumar,84.5,MB Tambe,80.7,B Balala,76.7
44f11bd0,SV Wiig,AU Rashid,83.4,DL Vettori,80.5,GD Elliott,79.3
44f5a3e4,Mohamed Mahfooz,N Senamontree,80.5,Ainool Hafizs,76.5,E Mathew,75.9
452024ef,Humayun Kabir,AG Cremer,85.9,N Nuntarach,78.3,FJ Klaassen,75.8
454a7269,Haseeb Ghafoor,Sohail Ahmed,93.2,V Kohli,92.0,Mohammad Rizwan,88.7
4551ed03,Fazil Muhammad,M Taniyama,76.6,KS Bagabena,65.6,JS Kundi,65.3
4557dc54,PA van Meekeren,P Utseya,75.7,D Suzuki,73.6,Saeed Ajmal,71.1
456397e5,T Perera,Aqib Ilyas,92.2,J Butler,91.4,Meet Bhavsar,90.7
45642393,Muhammad Usman,SA Ahmad,94.4,RK Paudel,92.7,KS Williamson,92.3
456884dd,LJ Leokaoke,AJ Jabiri,87.0,N Nuntarach,84.2,Khin Aye,82.0
456f6d99,Mukhtar Ahmed,Abdul Waheed,94.4,PD Salt,93.3,I Liyanage,92.9
457e6a8e,Muhammed Basil,Abdur Razzak,90.1,AG Cremer,87.5,PVD Chameera,87.2
45963d9e,N Dickwella,MH Cross,85.0,PBB Rajapaksa,83.8,Aasif Sheikh,83.3
45a34a2d,VD Adewoye,M Yunusu Issa,83.2,Jordan O'Brien,81.2,D Sabir,78.0
45a43fe2,RD Gaikwad,Saim Hussain,97.7,BB McCullum,97.5,JC Buttler,95.3
45a62071,T Hinds,FA Allen,75.8,Taskin Ahmed,70.3,Sohaib Maqsood,69.4
45a7e761,Shaheen Shah Afridi,Khalid Ahmadi,88.2,G Motie,87.8,NM Coulter-Nile,79.3
45b5ce8d,Nyeing Cham Soe,D Sabir,75.0,E Sebareme,74.4,Dawood Ahmadzai,70.3
45b8f7c8,S Weleilakeba,P Useni,92.0,D Heyliger,88.3,Rafiullah,87.6
45c008f4,P Danci,E Dusingizimana,79.4,A Turay,78.9,SJ Myburgh,76.4
45c2196c,DE Bollinger,AU Rashid,84.2,SW Poynter,82.3,DL Vettori,80.7
45c6afaf,Z Shurentsetseg,B Muzarabani,86.6,S Yeshi,81.8,AJ Jabiri,81.0
45ca12a7,D Kansonkho,Isa Zaroo,78.6,RJ Nicol,78.3,O Olaleye,76.6
45d0af7e,R Brar,B Kumar,81.2,AU Rashid,80.8,Abdul Majid Abbasi,72.7
45df0e72,CJ Bowes,N Mugabe,85.9,A Parima,84.0,Nasir Hossain,83.4
45eda7c8,CA Lynn,MW Short,86.5,C Munro,84.7,JN Loftie-Eaton,84.5
45f4af74,S Chophel,Ibrahim Rizan,83.4,AG Cremer,74.2,G Bakiweyem,69.7
46050f42,GA Rogers,Bilal Khan,90.7,Abdur Razzak,86.6,CA Young,82.9
460fc0ba,Muhammad Salman,S Yeshi,73.8,B Muzarabani,71.2,S Rungrueang,69.5
4612619b,AS Mehmi,A Natubhai Ahir,75.6,Divyendra Singh,61.4,Mahmud Jasat,60.5
462411b3,JJ Bumrah,B Muzarabani,81.0,S Yeshi,79.3,Mohameed Taiwo,72.5
462d7c62,D Paterson,SP Narine,80.8,HA Chohan,78.2,FA Allen,76.5
4631be71,M Charlie,B Muzarabani,90.1,S Yeshi,82.6,S Rungrueang,77.9
465aa633,N Burger,Abdur Razzak,88.3,V Baskaran,84.9,Bilal Khan,81.3
465fd722,A Chaudhary,WJ Cope,81.8,Abdur Razzak,72.5,AG Cremer,72.1
4663bd23,TL Seifert,RG Sharma,97.3,JC Buttler,96.4,C Munro,96.4
467c28f9,C Hartmann,MO Kitunda,77.3,L Lamin,77.1,V Mbazo,76.5
46821fbd,Shahil Momin,Sufyan Mehmood,79.4,N Tanner,78.2,S Foster,77.7
469ccead,CB Sole,A Zampa,93.5,CA Young,92.6,Abdur Razzak,91.3
469ea22b,KMDN Kulasekara,AS Joseph,74.0,Saeed Ajmal,63.2,WP Masakadza,62.9
46a7ac78,DM Nakrani,B Ward,92.8,MM Ali,90.8,Bilal Tahir,90.8
46ad7e01,KJ Stagno,OGL Bascome,96.9,FH Allen,94.6,Abhishek Sharma,94.4
46d037eb,Ammar Zuhdi Hazalan,B Muzarabani,85.1,S Yeshi,82.3,C Wright,80.2
4709e746,Shakeel Zeb,D Ramdin,63.9,Junaid Aziz,60.8,J Botha,59.9
472455a3,T Whiteman,Mohammad Ahnaff,90.5,RD Berrington,87.5,MS Dhoni,86.0
4751827a,CP Schofield,GD Elliott,84.9,R Ashwin,83.2,JP Faulkner,81.9
4751caa3,CBRLS Kumara,S Yeshi,73.6,AJ Ayannaike,67.4,Arshdeep Singh,65.9
4758488e,T Tumursukh,D Wheatley,83.4,B Muzarabani,82.7,N Nuntarach,82.6
478a63e7,C Campher,CK Kapugedera,88.6,ZM Tribe,87.2,Ahmed Faiz,86.9
479da8f9,JW Chilia,B Kumar,79.5,CA Young,79.3,AU Rashid,77.8
47b33198,Chen Zhuo Yue,D Jakiel,85.2,Khin Aye,82.1,J Jemison,80.5
47d00fb5,RL Bhudia,R Ngarava,85.4,SF Tiai,68.6,Z Bimenyimana,63.7
47fe8c33,TM Anker,Abdur Razzak,79.4,M Theekshana,77.6,PVD Chameera,77.4
48024cf4,MM Siddique,Khalid Ahmadi,85.4,Sahel Zadran,84.6,Mohammad Naveed,83.6
480ed517,Imran Farhat,R Lutaaya,77.9,C Hinze,70.4,Mohammad Naveed,69.7
48301a4b,D la Cock,ST Jayasuriya,88.7,J Mosca,85.7,M van Lingen,85.0
4833efb4,N Master,Mehedi Hasan Miraz,77.6,HDRL Thirimanne,77.5,SA Edwards,76.7
4861d29b,Mohammad Naveed,Sahel Zadran,87.3,FA Allen,82.4,Shaheen Shah Afridi,76.6
486f252b,MO Bacarese,T Tshose,78.1,Mohamed Rishwan,73.8,A McAuley,73.1
487b8546,MW Jones,Usman Najeeb,77.7,TG Southee,74.5,Sohaib Maqsood,73.4
488b7e1b,SHT Kandamby,Simi Singh,79.7,E Mathew,75.5,G Bakiweyem,74.3
488b7e22,Anoop Orsu,Aminuddin Ramly,91.3,P Murungi,85.7,R Mutumbami,84.8
4895df9e,S Houghton,D Ndikubwimana,80.9,S Desungnoen,80.2,O Manishimwe,77.0
489aaf0a,Parvez Hossain Emon,E Lewis,90.2,SR Taylor,89.3,A Johnson,85.2
48a1d7b7,SO Hetmyer,N Pooran,95.7,GJ Maxwell,95.0,VP Thamotharam,94.3
48ad3373,BM Tickner,FJ Klaassen,88.9,B Muzarabani,83.0,V Baskaran,82.3
48f177f5,AJ Redmond,TM Head,90.5,I Takahashi,89.5,JDP Oram,88.3
48f25627,Amjad Mahboob,WP Masakadza,82.0,R Ngarava,71.1,Ahmed Raza,60.9
48fd691d,Dayal Joy,AL Phehlukwayo,64.0,Mehran Khan,60.2,B Muzarabani,59.8
48fd7349,MEK Hussey,JP Duminy,95.6,EJG Morgan,94.9,IDM Latin,93.8
4909a5f6,Salman Patel,Ahmed Raza,62.5,GT Taylor,58.0,HR Walsh,53.8
490f475a,RD Atangana,Abdur Razzak,84.4,N Nuntarach,84.0,V Baskaran,82.2
49118dc7,SO Ngoche,B Masaba,77.9,T Musekiwa,74.1,Nasrulla Rana,72.6
49235be5,Gurpratap Singh,AD Russell,93.9,FH Allen,93.5,Naseem Khushi,92.8
492c17f0,JWN Moses,Ijaz Hussain,70.1,Ainool Hafizs,65.8,F Akankwasa,62.1
492ff0c2,R Mondol,Abdur Razzak,86.5,K Piet,80.7,S Yeshi,80.2
4933f499,JP Behrendorff,AU Rashid,84.5,C Kyewuta,81.8,GD Elliott,80.4
4948a447,Farhad Reza,Mohamed Azzam,81.7,AG Cremer,76.7,N Nuntarach,76.2
49556abb,T Bharaj,Meet Bhavsar,97.5,Khizer Ahmed,96.6,Shubman Gill,96.3
495d42a5,R Ashwin,Saad Bin Zafar,89.2,RA Jadeja,87.3,JP Faulkner,86.9
495ded1c,N Katechis,Abdur Razzak,85.9,AG Cremer,81.6,A Zampa,78.2
49691d7a,CB Mpofu,CA Young,84.4,I Ntirenganya,81.6,Bilal Khan,78.3
498aacac,S Thanikaithasan,MN Waller,92.0,AR Ramjani,90.9,TLW Cooper,90.8
4992d6f6,ST Doheny,C Karunaratne,78.2,Z Bimenyimana,78.1,R Ngarava,77.2
49b6c09f,JC Tredwell,SW Poynter,84.0,JP Faulkner,77.2,Imad Wasim,76.7
49dcf691,Emran Shahbakhsh,Haris Rauf,62.6,SCJ Broad,59.6,AU Rashid,58.1
49f6d023,AL Stephen,Abdur Razzak,89.5,WJ Cope,86.9,PVD Chameera,80.1
49fd9963,KF Bakiweyem,FJ Klaassen,86.1,V Baskaran,80.6,D Jakiel,78.9
4a0a532f,O Isiyaku,Bilal Khan,90.2,Abdur Razzak,89.6,K Piet,84.4
4a1a45f1,Ibrahim Karim,FJ Klaassen,74.8,ROC Dunka,72.3,N Nuntarach,68.5
4a2159dc,E Ernest,Kim Daeyeon,87.3,N Nuntarach,86.1,AJ Jabiri,85.2
4a2ce060,M Jobarteh,AN Toube,83.4,C Pengkumta,77.6,B Muzarabani,73.8
4a36c370,N Madziva,Shakeel Ahmed,81.0,AS Joseph,78.8,AF Milne,76.8
4a370769,Gagandeep Singh,Vinay Ravi,84.3,Kaleemullah,79.7,Umair Qasim,73.1
4a3cbbf2,JR Lucky,B Muzarabani,90.3,AJ Jabiri,79.4,C Wright,79.4
4a461c24,LA Dawson,SW Poynter,83.3,C Kyewuta,83.1,JP Faulkner,82.8
4a491652,Muktar Ali,Vinay Ravi,81.2,Muslim Yar,78.8,S Prasanna,71.2
4a4991c1,Mian Mehmood,K Piet,79.7,Abdur Razzak,76.1,PVD Chameera,73.4
4a51c045,Kim Daeyeon,K Piet,83.0,K Nestor,78.5,Yves Cyusa,76.0
4a6dbc50,Pel Vannak,B Muzarabani,87.0,AN Toube,81.4,N Nuntarach,76.7
4a70ca45,Ashish Bam,RW Chakabva,58.0,HER Tyler,50.7,AA Onikoyi,49.1
4a745f65,AR Nurse,MS Dhoni,84.2,MK Pandey,80.0,Mohammad Saifuddin,75.0
4a78f962,V Zanko,AJ Jabiri,90.4,P Suanchuai,86.4,Khin Aye,85.8
4a8a2e3b,MS Dhoni,MK Pandey,96.3,MEK Hussey,92.7,F Behardien,92.3
4a8d1b14,A Ferguson,Azyan Farhath,89.4,IA Karim,88.2,CG Williams,88.0
4aad6842,Sheraz Sheikh,M Jansen,79.4,CR Brathwaite,69.1,MD Shanaka,64.4
4add4c98,Ibrahim Hassan,M Mooketsi,86.2,AF Ifill,83.7,JS Kundi,82.7
4ae1755b,HC Brook,C Green,96.5,AB de Villiers,96.1,SA Yadav,95.8
4ae44aec,G Singhdeo,F Akankwasa,74.5,NN Odhiambo,70.0,A Turay,68.1
4aef496b,Nazimuddin,A Dizija,80.1,Ali Masood,79.6,L Bruce,78.6
4b167ede,AWJ Auguste,VP Thamotharam,93.9,D Brevis,90.6,GJ Maxwell,90.4
4b2d6789,TS Chisoro,CA Young,81.3,Abdur Razzak,75.7,Bilal Khan,74.2
4b349dc0,KD Kesuma,E Dusingizimana,93.1,Jatinder Singh,92.1,RG Mukasa,91.8
4b51bd51,Mahmudul Hasan Joy,B Kumar,72.3,CA Soper,71.0,B Balala,70.9
4b57e452,M Vijay,R Lutaaya,76.1,Saqlain Arshad,75.9,A McAuley,73.0
4b83e65a,AR Balla,AJ Jabiri,88.4,N Nuntarach,83.9,Khin Aye,83.4
4ba44e19,M Muralitharan,B Muzarabani,90.5,Abdur Razzak,85.7,K Piet,81.1
4bb7f51e,A Wright,B Muzarabani,90.0,Abdur Razzak,89.5,K Piet,86.3
4bc0a378,WP Masakadza,KS Bagabena,76.7,KMDN Kulasekara,62.9,AS Joseph,62.6
4c49c917,Naeem Gull,Festus Benn,80.9,AK Mohan,77.0,A Natubhai Ahir,74.6
4c4a06fb,Nasir Jamshed,V Aravind,95.5,Ahmed Shehzad,90.9,GC Smith,89.7
4c4d245a,T Zotos,B Muzarabani,92.1,S Yeshi,81.8,S Rungrueang,74.4
4c4fa80b,SMSM Senanayake,KS Bagabena,82.0,KMDN Kulasekara,80.1,CA Young,77.3
4c5a72e2,R Edwards,K Piet,88.2,Abdur Razzak,83.7,Kim Daeyeon,81.3
4c5d73db,CR Woakes,Zahir Mohammed,65.3,KD Karthik,65.0,Saeed Ajmal,62.3
4c61a0f9,NW Bracken,F Akankwasa,70.4,G Bakiweyem,61.3,IKEG Artawan,59.7
4c72b407,Ahsan Khan,JP Faulkner,82.0,SW Poynter,80.3,DL Vettori,77.8
4c7c6f58,RJMGM Rupasinghe,S Foster,87.0,Hisham Sheikh,80.2,Sufyan Mehmood,80.2
4c7df2c8,Mohammad Shahzad,DM Gondaria,80.3,R Lutaaya,70.8,Paing Danu,70.5
4cc59a40,Said Hakim,K Piet,64.9,AJ Jabiri,64.1,Khin Aye,63.1
4cc968c5,Abdullah Mohd Yousaf,B Kumar,86.1,DG Blampied,75.2,CA Soper,75.0
4d0d5b7d,I Elec,GT Taylor,76.6,Khin Aye,69.8,SY Nihute,65.5
4d1ec7eb,A Nao,P Useni,88.6,Shahid Afridi,82.8,Sohaib Maqsood,77.7
4d21a67a,WSLK Narayana,T Marumani,86.0,I Kaia,80.9,H Carlyon,80.7
4d290e7a,N Hirani,Ahmer Bin Nisar,86.6,Shahid Afridi,85.9,MN Waller,83.6
4d2b96b4,I Tchakou,D Ajekun,67.5,I Kaia,59.7,S Desungnoen,57.2
4d3097d8,GJ Hopkins,LM Jongwe,79.2,I Udana,72.9,B Ito-Davis,71.1
4d6d6280,Salman Butt,P Kurup,97.2,JH Kallis,94.7,BKG Mendis,93.6
4d733a54,A Ilaoa,R Ngarava,92.4,Z Bimenyimana,70.0,C Karunaratne,65.5
4d7c5b56,IK Gamantika,K Nassoro,84.9,JP Kaltapau,84.5,Waji Ul Hassan,79.9
4d7f517e,AJ Hosein,MRJ Watt,84.9,Kaleemullah,77.5,AR Patel,73.5
4d83491d,Aftab Kayani,CN Onwuzulike,73.7,G Bakiweyem,72.9,F Akankwasa,62.6
4d84ad05,CJA Amini,SC Williams,91.2,LA Dunbar,90.2,Zeeshan Maqsood,89.7
4d9dfc7f,S Banamali,K Piet,80.2,KMDN Kulasekara,68.7,Shakeel Ahmed,67.4
4d9e5ec8,M Martin,P Suanchuai,82.0,AN Toube,79.9,B Muzarabani,78.0
4d9f9686,Soumya Sarkar,PR Stirling,93.6,GR Adair,92.1,A Sharma,91.6
4db71b2e,Sohail Ahmed,V Kohli,96.6,JP Duminy,95.7,Bilal Masud,94.5
4dd6a707,Sazzad Hosen,R Ngarava,70.6,Z Bimenyimana,69.3,JT Smuts,69.2
4e1b4323,TS Kamunhukamwe,LMP Simmons,93.8,C Kieswetter,92.2,H Masakadza,91.1
4e1b7998,Chare Smith,Abdur Razzak,88.4,Bilal Khan,88.1,B Muzarabani,86.0
4e1c9f6e,Sandeep Goud,Umair Qasim,83.2,AF Milne,81.2,Muhammad Wafiq,76.6
4e31ea36,Kristan Tillett,Bilal Khan,80.6,FJ Klaassen,80.1,V Baskaran,78.7
4e35e8ea,Y Divekar,HR Walsh,76.5,S Yeshi,71.3,B Muzarabani,70.9
4e3fd330,S Kushretha,B Balala,88.3,M Mooketsi,82.8,WD Parnell,81.7
4e56e796,JOP Scamans,N Tanner,81.2,D Wheatley,81.1,C Wright,78.2
4e6bc859,E Kuyumcu,Khin Aye,93.0,D Jakiel,87.3,AJ Jabiri,86.3
4e6ff836,JA Fitzgerald,CR Brathwaite,86.7,LM Jongwe,82.7,JC Archer,79.7
4e7d882f,A Beresford-Peirse,GT Taylor,80.3,Hassan Rasheed,78.5,Tenjin Rabgey,73.6
4e9af8f6,A Shreshta,TC Barker,82.2,R Obuya,81.7,AA Onikoyi,81.2
4ebc70ca,GT Main,WJ Cope,85.4,Abdur Razzak,79.1,AJ Jabiri,78.9
4ec0443d,Ali Nayyer,SC Getkate,83.2,Imad Wasim,82.8,BMAJ Mendis,81.4
4ec07775,RN ten Doeschate,CL White,89.5,MWR Stokes,85.5,JW Jenner,84.9
4ec96094,GR Adair,T Marumani,92.5,Soumya Sarkar,92.1,JJ Roy,91.9
4ed0bf6a,PL Bruno,CA Soper,79.1,S Foster,77.8,Hisham Sheikh,75.4
4edfc785,A Modi,Sufyan Mehmood,87.6,Shahil Momin,81.5,S Foster,79.4
4f20959c,Mofassar Saeed,Ali Masood,73.8,Irfan Hafejee,72.0,Thuya Aung,71.7
4f21dc48,Ahsan Abbasi,I Kaia,72.8,Ali Masood,63.5,G Kansonkho,63.1
4f3a89ae,SM Nash,Kim Daeyeon,90.2,C Wright,89.8,S Rungrueang,84.1
4f629497,SE Bond,AU Rashid,82.6,BM Scholtz,82.1,KMDN Kulasekara,80.1
4f6d5f87,N Gnanapragasam,B Muzarabani,89.3,S Yeshi,81.9,C Wright,79.6
4f7279a4,Raza Hasan,G Kansonkho,62.1,I Kaia,61.8,KH Prajapati,60.1
4fafd79a,TK Joseph,RDB Ahir,80.5,AN Toube,78.2,Jaswinder Singh,73.7
4fbc6060,S Mohan,B Muzarabani,89.2,S Yeshi,84.0,S Rungrueang,79.9
4fc115af,RJ Pierre,FJ Klaassen,88.5,V Baskaran,74.2,D Jakiel,68.5
4fc516bd,HMCM Bandara,Nasum Ahmed,77.6,Simi Singh,76.1,G Bakiweyem,70.8
4fde9ae6,Aminullah Tanha,S Yeshi,83.6,B Muzarabani,81.3,AJ Jabiri,76.5
4fe6be0c,Shah Faisal,Umair Qasim,81.6,Kaleemullah,79.2,AF Milne,76.1
501fca0d,Sachin Mandy,Imran Anwar,71.9,MO Kitunda,65.8,Hammad Mirza,65.0
50250426,Asad Shafiq,Mehedi Hasan Miraz,87.3,Selim Salau,86.9,V Ganesan,86.4
502b2c81,XJ Doherty,SW Poynter,86.9,JP Faulkner,83.1,GD Elliott,79.3
5038c022,Asad Mahmood,C Kyewuta,65.2,R Ngarava,64.2,SR Thompson,60.2
5044f30d,AS Dean,AU Rashid,83.3,DL Vettori,79.9,SW Poynter,77.8
5056011d,GJ Bailey,KC D'Souza,93.0,JDP Oram,90.5,KD Karthik,88.9
507dd87f,Gaurav Mishra,DL Vettori,85.7,AR Patel,79.3,L Canessane,73.6
507fc658,SFS Cheema,B Muzarabani,87.3,Abdur Razzak,86.1,K Piet,82.2
508a1ea7,SE Marsh,RJ Nicol,85.6,SY Nihute,82.6,R Nehonde,74.4
50955fee,Syed Tameem,Sufyan Mehmood,83.9,Shahil Momin,81.7,Thuya Aung,77.4
509a7ca1,MD Gunathilaka,K Doriga,70.9,R Dianish,68.9,KJ O'Brien,68.0
509a84de,Faisal Mehmood,Sohaib Maqsood,84.2,PR Stirling,82.7,B Bhandari,82.6
50c6bc2b,LS Livingstone,H Klaasen,93.3,MM Ali,93.1,DA Miller,91.1
50ceaef6,P Kurup,Salman Butt,97.2,TM Dilshan,94.7,GC Smith,94.1
50dbc953,Ayyaz Qureshi,Ali Masood,83.5,S Foster,77.7,Thuya Aung,75.9
510e33d3,Mohammad Ihsan,Faisal Khan,95.7,Hamza Dar,95.5,FH Allen,95.0
5117fa55,Ismail Ali,Umar Adam,90.0,KJ Stagno,84.3,Asif Ali,84.1
