bowler_id,bowler,country,matches,total_overs,total_wickets,career_economy,career_sr_bowl,phase_group,score_accuracy,score_control,score_threat,overall_score,overall_grade,grade_accuracy,grade_control,grade_threat,archetype,avg_wicket_quality_mean,bowled_lbw_pct,peak_composite_bowling,peak_window_composite,flat_track_index_bowl,war_bowling,war_bowling_rate,clutch_index_bowl,pressure_spells,avg_dominance_bowl,pct_dominant_bowl,bowl_first_index,bowl_second_index,condition_dependence_index_bowl,condition_dependence_tag_bowl,condition_spread_bowl,is_provisional_bowl
8b5b6769,Harbhajan Singh,Mumbai Indians,160,569.33,161,7.2,21.22,middle_heavy,100.0,100.0,97.2,99.8,S,S,S,S,Death Specialist,0.76,0.23,0.64,0.62,-0.02,3.05,0.02,-0.2,13,-0.93,0.85,-0.07,0.07,0.03,Conditions-Proof,-0.01,False
9d430b40,SP Narine,Kolkata Knight Riders,187,725.17,212,6.93,20.52,middle_heavy,100.0,100.0,100.0,100.0,S,S,S,S,Death Specialist,0.79,0.37,1.05,1.0,-0.03,3.67,0.02,-0.09,16,-0.94,0.83,-0.05,0.05,-0.03,Conditions-Proof,0.0,False
462411b3,JJ Bumrah,Mumbai Indians,145,559.83,203,7.43,16.55,death_heavy,100.0,96.9,100.0,99.7,S,S,S,S,Death Specialist,0.77,0.32,0.94,1.6,0.09,3.93,0.03,-0.36,20,-1.08,0.83,0.09,-0.09,0.14,Conditions-Proof,0.08,False
a12e1d51,SL Malinga,Mumbai Indians,122,471.17,188,7.4,15.04,pp_heavy,100.0,100.0,99.5,100.0,S,S,S,S,Death Specialist,0.85,0.39,0.73,1.03,-0.04,3.5,0.03,-0.19,15,-1.19,0.89,-0.04,0.04,0.04,Conditions-Proof,0.03,False
6b19d823,A Mishra,Delhi Daredevils,162,561.83,183,7.46,18.42,middle_heavy,98.8,100.0,99.2,100.0,S,S,S,S,Death Specialist,0.82,0.22,0.62,1.01,-0.09,3.08,0.02,-0.01,23,-1.03,0.85,-0.05,0.05,0.0,Conditions-Proof,0.02,False
8fd1a8f5,DW Steyn,Sunrisers Hyderabad,95,363.67,105,7.1,20.78,pp_heavy,98.7,97.8,80.7,93.1,A+,S,S,A,Death Specialist,0.72,0.3,0.75,0.75,0.05,3.0,0.03,0.1,23,-1.11,0.85,0.09,-0.09,-0.07,Conditions-Proof,-0.05,False
91a4a398,Z Khan,Royal Challengers Bangalore,99,366.67,119,7.8,18.49,pp_heavy,97.5,98.1,83.7,93.8,A+,S,S,A,Death Specialist,0.91,0.26,0.63,0.62,-0.12,2.88,0.03,-0.1,10,-0.89,0.83,0.05,-0.05,0.07,Conditions-Proof,0.01,False
2e171977,AR Patel,Delhi Capitals,160,553.5,137,7.48,24.24,middle_heavy,94.6,100.0,81.4,92.8,A+,A+,S,A,Death Specialist,0.75,0.32,0.75,0.86,0.01,2.62,0.02,0.02,13,-0.69,0.78,-0.06,0.06,-0.06,Conditions-Proof,-0.02,False
495d42a5,R Ashwin,Chennai Super Kings,217,785.0,205,7.29,22.98,middle_heavy,93.9,95.2,81.2,90.6,A+,A+,S,A,Death Specialist,0.8,0.23,0.73,0.95,-0.01,2.44,0.01,0.06,21,-0.86,0.82,-0.09,0.09,-0.07,Conditions-Proof,-0.02,False
4ba44e19,M Muralitharan,Chennai Super Kings,66,254.67,67,6.93,22.81,middle_heavy,93.7,93.5,86.4,91.6,A+,A+,A+,A+,Death Specialist,0.77,0.33,0.85,0.92,-0.21,2.93,0.04,0.03,6,-1.08,0.87,-0.14,0.14,0.06,Conditions-Proof,0.05,False
33a364a6,R Bhatia,Kolkata Knight Riders,91,272.67,82,7.55,19.95,middle_heavy,93.6,95.1,80.9,90.4,A+,A+,S,A,Death Specialist,0.67,0.3,0.28,0.23,0.03,2.46,0.03,-0.11,12,-0.7,0.75,0.16,-0.16,-0.02,Conditions-Proof,-0.08,False
8d2c70ad,Kuldeep Yadav,Delhi Capitals,96,344.0,106,8.15,19.47,middle_heavy,93.6,98.3,91.6,95.2,S,A+,S,A+,Death Specialist,0.76,0.19,0.71,0.68,0.07,2.76,0.03,0.0,5,-0.61,0.74,-0.1,0.1,-0.07,Conditions-Proof,-0.06,False
5fa06777,IK Pathan,Delhi Daredevils,101,340.5,99,7.96,20.64,pp_heavy,92.8,95.9,64.4,84.9,A,A+,S,B+,Utility Player,0.76,0.28,0.41,1.04,-0.01,2.41,0.02,0.03,20,-0.8,0.75,0.17,-0.17,0.07,Conditions-Proof,0.05,False
e938e1bc,P Kumar,Kings XI Punjab,119,420.67,102,7.94,24.75,pp_heavy,92.8,91.2,36.0,73.7,B+,A+,A+,C+,Spin Restrictor,0.73,0.19,0.34,0.46,0.12,2.1,0.02,0.0,24,-0.82,0.81,-0.0,0.0,0.12,Conditions-Proof,0.14,False
bd17b45f,STR Binny,Rajasthan Royals,63,99.0,28,7.71,21.21,middle_heavy,92.3,92.3,72.2,86.0,A+,A+,A+,B+,Death Specialist,0.45,0.25,0.24,0.31,-0.16,2.54,0.04,-0.14,6,-0.58,0.69,0.21,-0.21,-0.04,Conditions-Proof,-0.08,False
6c6591ab,PP Ojha,Deccan Chargers,90,316.5,99,7.58,19.18,middle_heavy,91.9,89.5,91.9,91.4,A+,A+,A+,A+,Death Specialist,0.8,0.2,0.47,0.32,0.05,2.49,0.03,-0.09,11,-0.85,0.83,0.02,-0.02,-0.05,Conditions-Proof,-0.03,False
1dc12ab9,SK Raina,Chennai Super Kings,69,151.33,30,7.53,30.27,middle_heavy,91.7,92.2,34.5,73.2,B+,A+,A+,C+,Spin Restrictor,0.39,0.17,0.18,0.6,-0.14,2.13,0.03,-0.07,14,-0.66,0.83,-0.36,0.36,-0.02,Conditions-Proof,-0.09,False
5f547c8b,Rashid Khan,Sunrisers Hyderabad,136,533.67,166,7.24,19.29,middle_heavy,91.7,94.7,94.9,94.3,A+,A+,A+,A+,Death Specialist,0.92,0.46,0.98,0.93,-0.14,2.61,0.02,0.1,9,-1.0,0.87,-0.02,0.02,-0.05,Conditions-Proof,-0.04,False
96fd40ae,A Nehra,Delhi Daredevils,88,318.0,121,7.98,15.77,pp_heavy,91.4,91.6,94.2,92.9,A+,A+,A+,A+,Death Specialist,0.91,0.23,0.52,0.36,0.06,2.71,0.03,-0.08,12,-0.86,0.74,0.04,-0.04,-0.04,Conditions-Proof,-0.05,False
5b7ab5a9,CV Varun,Kolkata Knight Riders,83,314.67,102,7.73,18.51,middle_heavy,91.0,90.4,96.6,93.2,A+,A+,A+,S,Death Specialist,0.84,0.33,0.79,0.55,-0.05,2.73,0.03,-0.15,7,-0.92,0.81,-0.16,0.16,-0.19,Conditions-Proof,-0.04,False
87e562a9,DJ Bravo,Chennai Super Kings,158,520.0,207,8.53,15.07,middle_heavy,90.9,79.8,98.0,90.2,A+,A+,A,S,Death Specialist,0.81,0.14,0.22,0.1,0.06,2.41,0.02,-0.11,24,-0.83,0.76,-0.04,0.04,0.0,Conditions-Proof,0.06,False
7dc35884,Shakib Al Hasan,Kolkata Knight Riders,70,247.33,71,7.54,20.9,middle_heavy,90.4,90.8,80.1,87.4,A+,A+,A+,A,Death Specialist,0.86,0.24,0.47,0.62,-0.07,2.39,0.03,0.09,5,-0.87,0.81,0.34,-0.34,-0.03,Conditions-Proof,-0.03,False
f0f628c7,MM Patel,Mumbai Indians,63,225.83,82,7.67,16.52,pp_heavy,89.9,89.2,88.4,89.4,A+,A+,A+,A+,Death Specialist,0.8,0.2,0.49,0.45,0.15,2.67,0.04,-0.06,9,-0.76,0.73,0.08,-0.08,-0.13,Conditions-Proof,-0.08,False
bb18be76,SK Warne,Rajasthan Royals,54,199.0,60,7.36,19.9,middle_heavy,89.7,87.1,81.4,86.3,A+,A+,A+,A,Death Specialist,0.83,0.2,0.53,0.35,0.27,2.42,0.04,-0.23,8,-0.98,0.79,-0.15,0.15,-0.01,Conditions-Proof,0.02,False
4329fbb5,SR Watson,Rajasthan Royals,105,338.17,107,8.11,18.96,pp_heavy,89.6,91.6,53.7,78.6,A,A+,A+,B,Spin Restrictor,0.72,0.17,0.39,0.5,0.0,2.16,0.02,-0.12,12,-0.75,0.78,0.02,-0.02,0.04,Conditions-Proof,0.0,False
3c6ffae8,YK Pathan,Kolkata Knight Riders,82,191.17,46,7.55,24.93,middle_heavy,89.6,91.3,72.3,84.7,A,A+,A+,B+,Death Specialist,0.51,0.33,0.17,0.51,-0.04,2.22,0.03,-0.11,8,-0.63,0.76,-0.07,0.07,0.06,Conditions-Proof,-0.06,False
0c2730df,A Kumble,Royal Challengers Bangalore,42,160.83,49,6.77,19.69,middle_heavy,89.4,89.1,85.4,88.2,A+,A+,A+,A+,Death Specialist,0.79,0.24,0.91,0.5,0.0,2.99,0.07,0.06,7,-1.15,0.83,-0.0,0.0,-0.22,Flat-Track Leaker,-0.15,False
3d7e087f,SK Trivedi,Rajasthan Royals,75,251.0,73,7.75,20.63,middle_heavy,89.2,81.2,72.3,81.1,A,A+,A,B+,Death Specialist,0.7,0.23,0.2,0.15,-0.08,2.06,0.03,-0.04,11,-0.73,0.79,-0.2,0.2,0.04,Conditions-Proof,0.02,False
abfeb126,M Kartik,Kolkata Knight Riders,55,191.5,39,7.4,29.46,middle_heavy,89.2,86.3,44.4,73.5,B+,A+,A+,C+,Spin Restrictor,0.69,0.18,0.4,0.5,-0.04,2.01,0.04,-0.15,11,-0.62,0.76,-0.04,0.04,0.12,Conditions-Proof,0.06,False
32198ae0,MC Henriques,Sunrisers Hyderabad,60,158.33,46,8.22,20.65,middle_heavy,89.1,89.7,82.9,87.5,A+,A+,A+,A,Death Specialist,0.67,0.13,0.13,0.67,0.06,2.44,0.04,0.09,12,-0.55,0.67,-0.2,0.2,0.11,Conditions-Proof,-0.0,False
5b8c830e,KH Pandya,Mumbai Indians,132,399.67,97,7.57,24.72,middle_heavy,88.6,94.9,75.1,86.7,A+,A+,A+,A,Death Specialist,0.55,0.22,0.46,0.34,0.0,2.24,0.02,-0.27,8,-0.65,0.8,0.18,-0.18,-0.03,Conditions-Proof,-0.05,False
86dc8f2e,JH Kallis,Kolkata Knight Riders,89,290.33,74,8.09,23.54,middle_heavy,88.0,79.2,75.5,81.0,A,A+,A,A,Death Specialist,0.69,0.32,0.14,0.14,0.13,2.01,0.02,-0.05,12,-0.66,0.72,-0.21,0.21,-0.12,Conditions-Proof,0.01,False
b681e71e,GJ Maxwell,Kings XI Punjab,85,170.33,45,8.35,22.71,middle_heavy,87.9,94.4,89.8,91.2,A+,A+,A+,A+,Death Specialist,0.54,0.31,0.22,0.52,0.14,2.54,0.03,-0.03,10,-0.43,0.66,0.01,-0.01,0.01,Conditions-Proof,-0.03,False
5d9a1a73,R Sharma,Pune Warriors,44,154.67,42,7.11,22.1,middle_heavy,87.5,87.5,80.7,85.4,A+,A+,A+,A,Death Specialist,0.89,0.38,0.64,0.67,-0.1,2.49,0.06,0.05,7,-0.82,0.77,0.42,-0.42,-0.24,Flat-Track Leaker,-0.24,False
acee4cc4,Imran Tahir,Chennai Super Kings,59,219.33,86,7.88,15.3,middle_heavy,87.5,88.1,92.9,89.9,A+,A+,A+,A+,Death Specialist,0.89,0.27,0.63,0.63,-0.03,2.7,0.05,-0.13,7,-0.99,0.83,-0.1,0.1,-0.02,Conditions-Proof,0.02,False
5bb5a915,M Morkel,Delhi Daredevils,70,271.5,88,7.87,18.51,pp_heavy,86.3,88.1,82.4,85.8,A+,A+,A+,A,Death Specialist,0.92,0.22,0.52,0.3,-0.06,2.36,0.03,-0.29,6,-0.77,0.78,-0.02,0.02,0.23,Tough-Track Enforcer,0.09,False
c404f58a,DP Nannes,Delhi Daredevils,29,107.67,38,7.57,17.0,pp_heavy,86.0,84.0,76.0,82.0,A,A+,A,A,Death Specialist,0.9,0.18,0.75,0.58,0.11,2.68,0.09,,1,-0.89,0.78,0.01,-0.01,-0.06,Conditions-Proof,-0.11,False
d7c6af50,DL Vettori,Royal Challengers Bangalore,34,129.5,34,6.9,22.85,middle_heavy,85.9,85.6,75.0,82.2,A,A+,A+,A,Death Specialist,0.8,0.32,0.84,0.78,0.19,2.44,0.07,,3,-0.66,0.72,0.28,-0.28,0.28,Tough-Track Enforcer,0.33,False
dd09ff8e,B Lee,Kolkata Knight Riders,38,145.83,30,7.72,29.17,pp_heavy,85.7,83.0,4.2,57.7,B,A+,A,D,Spin Restrictor,0.74,0.2,0.23,0.83,-0.08,1.69,0.04,-0.08,6,-0.67,0.78,0.01,-0.01,-0.24,Flat-Track Leaker,-0.11,False
57ee1fde,YS Chahal,Royal Challengers Bangalore,172,631.83,229,8.09,16.55,middle_heavy,85.5,91.8,100.0,93.2,A+,A+,A+,S,Death Specialist,0.94,0.24,0.71,0.69,0.02,2.57,0.01,0.05,16,-0.76,0.76,-0.2,0.2,0.02,Conditions-Proof,0.03,False
b2b50355,L Balaji,Kolkata Knight Riders,73,252.0,85,8.27,17.79,middle_heavy,85.0,67.7,83.9,78.9,A,A+,B+,A,Powerplay Enforcer,0.8,0.24,0.1,0.52,0.02,1.96,0.03,-0.26,10,-0.67,0.74,0.15,-0.15,-0.06,Conditions-Proof,-0.05,False
0a8fce53,Mustafizur Rahman,Sunrisers Hyderabad,60,227.33,74,8.27,18.43,death_heavy,84.8,68.2,74.5,75.8,A,A,B+,B+,Enforcer,0.79,0.16,0.52,1.11,-0.05,2.44,0.04,-0.33,10,-0.69,0.7,0.28,-0.28,0.05,Conditions-Proof,-0.01,False
1c914163,Yuvraj Singh,Kings XI Punjab,73,144.83,39,7.53,22.28,middle_heavy,84.3,88.0,51.9,74.9,B+,A,A+,B,Spin Restrictor,0.37,0.28,0.05,0.43,-0.04,1.9,0.03,0.17,14,-0.86,0.77,-0.21,0.21,-0.13,Conditions-Proof,-0.2,False
c3d1402f,RP Singh,Deccan Chargers,82,295.83,100,8.17,17.75,pp_heavy,84.0,78.1,78.1,80.1,A,A,A,A,Death Specialist,0.81,0.3,0.34,0.38,0.02,2.07,0.03,-0.22,8,-0.95,0.79,0.1,-0.1,0.06,Conditions-Proof,0.07,False
66b30f71,AB Dinda,Kolkata Knight Riders,75,252.67,82,8.32,18.49,pp_heavy,84.0,77.6,59.0,73.5,B+,A,A,B,Utility Player,0.8,0.21,0.24,0.8,0.19,1.94,0.03,-0.05,17,-0.62,0.71,-0.16,0.16,-0.01,Conditions-Proof,-0.01,False
98ae73b1,PP Chawla,Kings XI Punjab,191,641.67,201,8.07,19.15,middle_heavy,83.8,94.9,100.0,93.6,A+,A,A+,S,Death Specialist,0.85,0.35,0.48,1.13,0.09,2.73,0.01,-0.1,24,-0.83,0.8,-0.03,0.03,0.08,Conditions-Proof,0.06,False
c3d35165,JA Morkel,Chennai Super Kings,87,287.17,96,8.39,17.95,pp_heavy,83.4,72.7,67.4,74.5,B+,A,B+,B+,Utility Player,0.85,0.25,0.14,0.03,-0.13,1.88,0.02,-0.29,13,-0.79,0.8,0.2,-0.2,0.03,Conditions-Proof,-0.03,False
a818c1be,TA Boult,Mumbai Indians,119,447.83,151,8.5,17.79,pp_heavy,83.3,85.4,87.8,85.6,A+,A,A+,A+,Death Specialist,0.96,0.28,0.51,0.35,0.1,2.28,0.02,-0.04,8,-0.66,0.73,0.02,-0.02,-0.1,Conditions-Proof,-0.09,False
7c503806,J Botha,Rajasthan Royals,34,115.67,27,7.07,25.7,middle_heavy,82.9,71.9,57.9,70.9,B+,A,B+,B,Utility Player,0.73,0.48,0.15,0.42,-0.22,1.79,0.05,0.28,8,-0.67,0.76,-0.29,0.29,-0.35,Flat-Track Leaker,-0.48,False
56ab442f,NM Coulter-Nile,Delhi Daredevils,38,142.83,52,7.88,16.48,pp_heavy,82.8,73.9,62.1,72.9,B+,A,B+,B+,Utility Player,0.78,0.21,0.43,0.53,0.03,1.94,0.05,-0.24,8,-0.76,0.81,0.45,-0.45,-0.13,Conditions-Proof,-0.2,False
85aae393,Iqbal Abdulla,Kolkata Knight Riders,48,153.33,45,7.34,20.44,middle_heavy,82.7,86.2,80.5,83.2,A,A,A+,A,Death Specialist,0.74,0.24,0.5,0.61,-0.1,2.22,0.05,-0.03,8,-0.91,0.77,0.04,-0.04,0.05,Conditions-Proof,0.1,False
2e81a32d,B Kumar,Sunrisers Hyderabad,190,703.67,213,7.87,19.82,pp_heavy,82.4,95.3,56.3,78.5,A,A,S,B,Utility Player,0.81,0.25,0.68,0.74,0.0,2.17,0.01,-0.13,28,-0.88,0.81,0.01,-0.01,-0.02,Conditions-Proof,0.02,False
9d80c5e1,S Nadeem,Delhi Daredevils,70,235.83,54,7.63,26.2,middle_heavy,81.8,84.9,56.8,74.5,B+,A,A,B,Utility Player,0.75,0.24,0.45,0.62,-0.08,1.84,0.03,-0.08,5,-0.64,0.82,0.19,-0.19,-0.0,Conditions-Proof,0.03,False
fe93fd9d,RA Jadeja,Chennai Super Kings,225,676.0,179,7.75,22.66,middle_heavy,81.7,90.6,76.2,83.1,A,A,A+,A,Death Specialist,0.59,0.31,0.28,0.42,0.03,2.16,0.01,-0.3,26,-0.72,0.81,0.04,-0.04,0.09,Conditions-Proof,0.1,False
05c2ca46,RE van der Merwe,Royal Challengers Bangalore,21,73.83,25,6.98,17.72,middle_heavy,80.7,76.9,75.0,77.5,A,A,A,A,Death Specialist,1.01,0.36,0.55,0.68,-0.08,2.11,0.1,-0.09,6,-0.9,0.84,-0.07,0.07,-0.01,Conditions-Proof,,False
ce820073,Sandeep Sharma,Kings XI Punjab,136,507.5,163,8.15,18.68,pp_heavy,80.5,85.6,46.2,70.8,B+,A,A+,B,Spin Restrictor,0.89,0.27,0.61,0.62,-0.13,1.9,0.01,-0.06,17,-0.65,0.79,0.07,-0.07,-0.13,Conditions-Proof,-0.08,False
2e8994e7,JP Duminy,Delhi Daredevils,49,113.0,23,7.5,29.48,middle_heavy,80.4,83.4,49.7,71.2,B+,A,A,B,Spin Restrictor,0.45,0.3,0.21,0.6,-0.16,1.79,0.04,-0.04,11,-0.64,0.72,-0.07,0.07,-0.07,Conditions-Proof,-0.07,False
e4a0deae,MJ Santner,Chennai Super Kings,31,100.5,26,7.4,23.19,middle_heavy,80.3,83.2,68.8,77.4,A,A,A,B+,Utility Player,0.79,0.15,0.83,0.92,0.25,2.03,0.07,,2,-0.93,0.76,0.19,-0.19,-0.14,Conditions-Proof,-0.11,False
ab89348d,MF Maharoof,Delhi Daredevils,20,70.0,33,7.6,12.73,pp_heavy,80.1,78.6,82.1,80.3,A,A,A,A,Death Specialist,0.89,0.21,0.79,0.55,-0.17,2.43,0.12,,4,-0.86,0.82,0.18,-0.18,0.0,Conditions-Proof,-0.08,False
12eddf28,RJ Harris,Kings XI Punjab,37,138.67,47,7.82,17.7,pp_heavy,80.0,80.0,74.1,78.0,A,A,A,B+,Death Specialist,0.79,0.26,0.47,0.13,-0.1,2.08,0.06,-0.33,7,-0.96,0.8,0.15,-0.15,-0.03,Conditions-Proof,-0.0,False
88fccd6c,SM Pollock,Mumbai Indians,13,46.0,13,6.67,21.23,pp_heavy,79.8,78.9,63.8,74.2,B+,A,A,B+,Utility Player,0.83,0.08,0.91,0.64,0.32,2.35,0.18,,0,-1.05,0.76,0.41,-0.41,-0.21,Flat-Track Leaker,-0.12,False
db584dad,CH Gayle,Royal Challengers Bangalore,38,92.33,19,8.18,29.16,middle_heavy,79.8,75.9,30.8,62.2,B+,A,A,C+,Economical,0.36,0.37,-0.08,0.63,0.08,1.56,0.04,-0.15,6,-0.59,0.7,-0.15,0.15,0.23,Tough-Track Enforcer,0.4,False
557153ca,KK Cooper,Rajasthan Royals,25,96.0,36,8.22,16.0,death_heavy,79.7,61.3,71.9,71.0,B+,A,B+,B+,Utility Player,0.8,0.33,0.41,0.42,-0.03,2.2,0.09,,2,-0.55,0.58,-0.42,0.42,0.13,Conditions-Proof,-0.13,False
ee7d0c82,GD McGrath,Delhi Daredevils,14,54.0,14,6.78,23.14,pp_heavy,79.4,81.2,52.6,71.1,B+,A,A,B,Economical,0.87,0.14,1.21,1.08,0.0,2.38,0.17,,1,-1.15,0.8,-0.3,0.3,0.16,Tough-Track Enforcer,0.15,False
81049310,J Yadav,Delhi Daredevils,20,65.0,9,6.88,43.33,middle_heavy,78.9,68.9,26.6,58.1,B,A,B+,C,Restrictive Spinner,0.54,0.22,0.27,0.52,-0.07,1.44,0.07,0.04,5,-0.73,0.8,-0.14,0.14,0.14,Conditions-Proof,0.11,False
99b202b3,A Chandila,Rajasthan Royals,12,39.0,11,6.28,21.27,pp_heavy,78.8,80.0,54.8,71.2,B+,A,A,B,Economical,0.7,0.0,0.89,0.82,0.2,2.28,0.19,,2,-0.96,0.82,-0.36,0.36,-0.44,Flat-Track Leaker,-0.18,False
64d43928,Sohail Tanvir,Rajasthan Royals,11,41.17,24,6.68,10.29,pp_heavy,78.8,76.4,79.9,78.4,A,A,A,A,Death Specialist,0.68,0.46,1.06,0.75,-0.15,2.84,0.26,,2,-0.96,0.69,-0.17,0.17,-0.1,Conditions-Proof,0.04,False
fb66ce1f,CH Morris,Delhi Daredevils,81,287.67,107,8.26,16.13,pp_heavy,78.4,74.1,78.7,77.1,A,A,B+,A,Powerplay Enforcer,0.81,0.26,0.43,0.44,0.13,1.92,0.02,-0.37,11,-0.83,0.77,0.22,-0.22,-0.06,Conditions-Proof,-0.02,False
45c2196c,DE Bollinger,Chennai Super Kings,27,96.0,43,7.46,13.4,pp_heavy,78.3,81.6,83.1,81.0,A,A,A,A,Death Specialist,0.83,0.21,0.56,0.53,-0.25,2.37,0.09,-0.56,8,-0.86,0.79,0.41,-0.41,0.47,Tough-Track Enforcer,0.39,False
2ed569a0,RD Chahar,Mumbai Indians,78,278.33,76,7.81,21.97,middle_heavy,78.3,90.3,77.4,82.3,A,A,A+,A,Death Specialist,0.77,0.2,0.61,0.63,0.07,2.04,0.03,0.19,5,-0.69,0.76,0.18,-0.18,-0.05,Conditions-Proof,-0.11,False
85e0cf10,M Prasidh Krishna,Kolkata Knight Riders,66,250.83,80,8.96,18.81,pp_heavy,78.1,79.5,82.4,80.0,A,A,A,A,Death Specialist,0.86,0.18,0.33,0.91,0.39,2.07,0.03,-0.26,7,-0.62,0.72,-0.24,0.24,0.25,Tough-Track Enforcer,0.2,False
7f048519,DJ Willey,Royal Challengers Bangalore,11,36.0,7,7.69,30.86,pp_heavy,76.9,79.4,46.9,67.7,B+,A,A,B,Utility Player,0.55,0.43,0.77,1.17,0.41,2.08,0.19,,0,-0.55,0.73,,,-0.47,Flat-Track Leaker,-0.34,False
af7dadf7,B Akhil,Royal Challengers Bangalore,13,31.33,7,7.85,26.86,middle_heavy,76.3,72.0,43.7,64.0,B+,A,B+,C+,Restrictive Spinner,0.5,0.14,0.34,0.11,0.48,1.61,0.12,,2,-0.26,0.57,-0.67,0.67,-0.06,Conditions-Proof,,False
a757b0d8,KA Pollard,Mumbai Indians,107,248.0,81,8.87,18.37,middle_heavy,76.0,75.1,50.8,67.3,B+,A,A,B,Utility Player,0.57,0.1,-0.29,-0.05,0.18,1.56,0.01,-0.16,13,-0.38,0.59,-0.11,0.11,0.08,Conditions-Proof,0.04,False
bb351c23,MM Ali,Chennai Super Kings,57,142.33,46,7.28,18.57,middle_heavy,75.9,79.4,88.8,81.6,A,A,A,A+,Death Specialist,0.67,0.39,0.53,0.67,0.04,2.11,0.04,0.01,6,-0.95,0.78,-0.03,0.03,0.01,Conditions-Proof,-0.01,False
c8179c68,SB Jakati,Chennai Super Kings,57,180.83,50,8.15,21.7,middle_heavy,75.7,74.9,70.3,73.6,B+,A,B+,B+,All-Round Threat,0.66,0.24,0.16,0.31,-0.03,1.73,0.03,-0.3,8,-0.43,0.71,0.03,-0.03,0.02,Conditions-Proof,-0.06,False
efc04be7,Noor Ahmad,Gujarat Titans,37,132.0,48,8.24,16.5,middle_heavy,75.6,80.7,87.8,81.5,A,A,A,A+,Death Specialist,0.89,0.29,0.96,0.58,0.09,2.29,0.06,,3,-0.62,0.8,0.17,-0.17,0.11,Conditions-Proof,0.05,False
41eb4a4f,R Vinay Kumar,Royal Challengers Bangalore,104,354.5,127,8.58,16.75,middle_heavy,75.3,65.7,93.7,78.7,A,A,B+,A+,Powerplay Enforcer,0.79,0.15,0.22,0.09,0.04,1.93,0.02,-0.2,18,-0.5,0.63,-0.08,0.08,0.16,Tough-Track Enforcer,0.08,False
4c4fa80b,SMSM Senanayake,Kolkata Knight Riders,8,32.0,9,6.59,21.33,pp_heavy,75.0,72.5,59.3,68.9,B+,A,B+,B,Utility Player,1.18,0.78,,,-0.12,1.92,,,1,-1.01,0.86,,,,,,False
1e66c162,JD Unadkat,Rajasthan Royals,111,379.0,121,8.96,18.79,middle_heavy,74.9,73.3,83.6,77.3,A,B+,B+,A,Powerplay Enforcer,0.73,0.14,0.15,0.19,0.12,1.8,0.02,-0.04,20,-0.48,0.66,0.1,-0.1,0.06,Conditions-Proof,0.04,False
c05edf8e,Harpreet Brar,Punjab Kings,46,135.17,35,8.12,23.17,middle_heavy,74.6,77.1,78.5,76.7,A,B+,A,A,Powerplay Enforcer,0.59,0.37,0.49,0.72,-0.03,1.87,0.04,-0.35,5,-0.51,0.67,-0.23,0.23,0.29,Tough-Track Enforcer,0.41,False
f708a0bc,GB Hogg,Kolkata Knight Riders,21,76.33,25,7.66,18.32,middle_heavy,74.3,73.9,76.9,75.0,A,B+,B+,A,Powerplay Enforcer,0.9,0.28,0.75,0.84,0.18,1.93,0.09,,4,-0.77,0.78,0.24,-0.24,-0.15,Flat-Track Leaker,-0.08,False
f19ccfad,Washington Sundar,Royal Challengers Bangalore,63,186.5,41,7.76,27.29,middle_heavy,74.2,76.3,30.5,60.3,B+,B+,A,C+,Utility Player,0.6,0.17,0.48,1.04,-0.25,1.42,0.02,-0.17,5,-0.47,0.7,0.34,-0.34,-0.19,Flat-Track Leaker,-0.16,False
3edb58fc,AD Mascarenhas,Rajasthan Royals,13,51.33,19,7.11,16.21,pp_heavy,74.1,70.0,72.7,72.3,B+,B+,B+,B+,All-Round Threat,0.97,0.21,0.78,0.33,0.17,1.96,0.15,,3,-0.96,0.64,0.23,-0.23,0.58,Tough-Track Enforcer,0.25,False
9a158001,Azhar Mahmood,Kings XI Punjab,23,89.5,31,7.9,17.32,middle_heavy,73.5,70.0,80.1,74.5,B+,B+,B+,A,Powerplay Enforcer,0.73,0.23,0.52,0.51,-0.1,1.9,0.08,-0.44,6,-0.6,0.71,-0.02,0.02,-0.02,Conditions-Proof,-0.06,False
6aed7e79,PV Tambe,Rajasthan Royals,33,110.0,28,7.87,23.57,middle_heavy,73.3,69.5,59.1,67.3,B+,B+,B+,B,Utility Player,0.71,0.29,0.35,0.23,-0.14,1.55,0.05,,2,-0.52,0.76,0.15,-0.15,0.04,Conditions-Proof,0.05,False
983f2f61,Swapnil Singh,Royal Challengers Bengaluru,14,27.0,7,8.93,23.14,middle_heavy,72.4,72.0,64.6,69.7,B+,B+,B+,B+,Utility Player,0.47,0.29,0.44,0.43,0.57,1.7,0.12,,1,-0.11,0.5,0.69,-0.69,0.34,Tough-Track Enforcer,0.44,True
5b040b81,A Singh,Rajasthan Royals,23,78.83,31,8.11,15.26,pp_heavy,72.4,57.6,67.3,65.8,B+,B+,B,B+,Utility Player,0.86,0.23,0.06,0.4,-0.27,1.56,0.07,,4,-0.55,0.58,0.14,-0.14,0.03,Conditions-Proof,0.18,False
f62772e5,P Negi,Royal Challengers Bangalore,42,119.33,38,7.99,18.84,middle_heavy,72.4,77.9,73.9,74.7,B+,B+,A,B+,All-Round Threat,0.75,0.13,0.42,0.63,-0.1,1.78,0.04,0.45,5,-0.7,0.7,0.19,-0.19,0.06,Conditions-Proof,0.03,False
